n,jj,stable
0.380000,1.950000,fm
0.390000,1.950000,fm
0.400000,1.950000,fm
0.410000,1.950000,fm
0.420000,1.950000,fm
0.430000,1.950000,fm
0.440000,1.950000,fm
0.450000,1.950000,fm
0.460000,1.950000,fm
0.470000,1.950000,fm
0.480000,1.950000,fm
0.490000,1.950000,fm
0.500000,1.950000,fm
0.510000,1.950000,fm
0.520000,1.950000,fm
0.530000,1.950000,fm
0.540000,1.950000,fm
0.550000,1.950000,fm
0.560000,1.950000,fm
0.570000,1.950000,fm
0.580000,1.950000,dudddd
0.590000,1.950000,dudddd
0.600000,1.950000,dudddd
0.610000,1.950000,dudddd
0.620000,1.950000,dudddd
0.630000,1.950000,dudddd
0.640000,1.950000,dudddd
0.650000,1.950000,dudddd
0.660000,1.950000,dudddd
0.670000,1.950000,dudddd
0.680000,1.950000,dudddd
0.690000,1.950000,uddddd
0.700000,1.950000,uddddd
0.710000,1.950000,uddddd
0.720000,1.950000,uddddd
0.730000,1.950000,dududd
0.740000,1.950000,dududd
0.750000,1.950000,dududd
0.760000,1.950000,dududd
0.770000,1.950000,dududd
0.780000,1.950000,dududd
0.790000,1.950000,dududd
0.800000,1.950000,dududd
0.810000,1.950000,dududd
0.820000,1.950000,dududd
0.830000,1.950000,ududdd
0.840000,1.950000,ududdd
0.850000,1.950000,ududdd
0.860000,1.950000,ududdd
0.870000,1.950000,afm
0.880000,1.950000,afm
0.890000,1.950000,afm
0.900000,1.950000,afm
0.910000,1.950000,afm
0.920000,1.950000,afm
0.930000,1.950000,afm
0.940000,1.950000,afm
0.950000,1.950000,afm
0.960000,1.950000,afm
0.970000,1.950000,afm
0.980000,1.950000,afm
0.990000,1.950000,afm
1.000000,1.950000,afm
0.000000,2.025000,fm
0.010000,2.025000,fm
0.020000,2.025000,fm
0.030000,2.025000,fm
0.040000,2.025000,fm
0.050000,2.025000,fm
0.060000,2.025000,fm
0.070000,2.025000,fm
0.080000,2.025000,fm
0.090000,2.025000,fm
0.100000,2.025000,fm
0.110000,2.025000,fm
0.120000,2.025000,fm
0.130000,2.025000,fm
0.140000,2.025000,fm
0.150000,2.025000,fm
0.160000,2.025000,fm
0.170000,2.025000,fm
0.180000,2.025000,fm
0.190000,2.025000,fm
0.200000,2.025000,fm
0.210000,2.025000,fm
0.220000,2.025000,fm
0.230000,2.025000,fm
0.240000,2.025000,fm
0.250000,2.025000,fm
0.260000,2.025000,fm
0.270000,2.025000,fm
0.280000,2.025000,fm
0.290000,2.025000,fm
0.300000,2.025000,fm
0.310000,2.025000,fm
0.320000,2.025000,fm
0.330000,2.025000,fm
0.340000,2.025000,fm
0.350000,2.025000,fm
0.360000,2.025000,fm
0.370000,2.025000,fm
0.380000,2.025000,fm
0.390000,2.025000,fm
0.400000,2.025000,fm
0.410000,2.025000,fm
0.420000,2.025000,fm
0.430000,2.025000,fm
0.440000,2.025000,fm
0.450000,2.025000,fm
0.460000,2.025000,fm
0.470000,2.025000,fm
0.480000,2.025000,fm
0.490000,2.025000,fm
0.500000,2.025000,fm
0.510000,2.025000,fm
0.520000,2.025000,fm
0.530000,2.025000,fm
0.540000,2.025000,fm
0.550000,2.025000,fm
0.560000,2.025000,fm
0.570000,2.025000,fm
0.580000,2.025000,fm
0.590000,2.025000,dudddd
0.600000,2.025000,dudddd
0.610000,2.025000,dudddd
0.620000,2.025000,dudddd
0.630000,2.025000,dudddd
0.640000,2.025000,dudddd
0.650000,2.025000,dudddd
0.660000,2.025000,dudddd
0.670000,2.025000,dudddd
0.680000,2.025000,dudddd
0.690000,2.025000,uddddd
0.700000,2.025000,uddddd
0.710000,2.025000,uddddd
0.720000,2.025000,uddddd
0.730000,2.025000,dududd
0.740000,2.025000,dududd
0.750000,2.025000,dududd
0.760000,2.025000,dududd
0.770000,2.025000,dududd
0.780000,2.025000,dududd
0.790000,2.025000,dududd
0.800000,2.025000,dududd
0.810000,2.025000,dududd
0.820000,2.025000,dududd
0.830000,2.025000,ududdd
0.840000,2.025000,ududdd
0.850000,2.025000,ududdd
0.860000,2.025000,ududdd
0.870000,2.025000,afm
0.880000,2.025000,afm
0.890000,2.025000,afm
0.900000,2.025000,afm
0.910000,2.025000,afm
0.920000,2.025000,afm
0.930000,2.025000,afm
0.940000,2.025000,afm
0.950000,2.025000,afm
0.960000,2.025000,afm
0.970000,2.025000,afm
0.980000,2.025000,afm
0.990000,2.025000,afm
1.000000,2.025000,afm
0.000000,2.100000,fm
0.010000,2.100000,fm
0.020000,2.100000,fm
0.030000,2.100000,fm
0.040000,2.100000,fm
0.050000,2.100000,fm
0.060000,2.100000,fm
0.070000,2.100000,fm
0.080000,2.100000,fm
0.090000,2.100000,fm
0.100000,2.100000,fm
0.110000,2.100000,fm
0.120000,2.100000,fm
0.130000,2.100000,fm
0.140000,2.100000,fm
0.150000,2.100000,fm
0.160000,2.100000,fm
0.170000,2.100000,fm
0.180000,2.100000,fm
0.190000,2.100000,fm
0.200000,2.100000,fm
0.210000,2.100000,fm
0.220000,2.100000,fm
0.230000,2.100000,fm
0.240000,2.100000,fm
0.250000,2.100000,fm
0.260000,2.100000,fm
0.270000,2.100000,fm
0.280000,2.100000,fm
0.290000,2.100000,fm
0.300000,2.100000,fm
0.310000,2.100000,fm
0.320000,2.100000,fm
0.330000,2.100000,fm
0.340000,2.100000,fm
0.350000,2.100000,fm
0.360000,2.100000,fm
0.370000,2.100000,fm
0.380000,2.100000,fm
0.390000,2.100000,fm
0.400000,2.100000,fm
0.410000,2.100000,fm
0.420000,2.100000,fm
0.430000,2.100000,fm
0.440000,2.100000,fm
0.450000,2.100000,fm
0.460000,2.100000,fm
0.470000,2.100000,fm
0.480000,2.100000,fm
0.490000,2.100000,fm
0.500000,2.100000,fm
0.510000,2.100000,fm
0.520000,2.100000,fm
0.530000,2.100000,fm
0.540000,2.100000,fm
0.550000,2.100000,fm
0.560000,2.100000,fm
0.570000,2.100000,fm
0.580000,2.100000,fm
0.590000,2.100000,dudddd
0.600000,2.100000,dudddd
0.610000,2.100000,dudddd
0.620000,2.100000,dudddd
0.630000,2.100000,dudddd
0.640000,2.100000,dudddd
0.650000,2.100000,dudddd
0.660000,2.100000,dudddd
0.670000,2.100000,dudddd
0.680000,2.100000,dudddd
0.690000,2.100000,uddddd
0.700000,2.100000,uddddd
0.710000,2.100000,uddddd
0.720000,2.100000,uddddd
0.730000,2.100000,uddddd
0.740000,2.100000,dududd
0.750000,2.100000,dududd
0.760000,2.100000,dududd
0.770000,2.100000,dududd
0.780000,2.100000,dududd
0.790000,2.100000,dududd
0.800000,2.100000,dududd
0.810000,2.100000,dududd
0.820000,2.100000,dududd
0.830000,2.100000,ududdd
0.840000,2.100000,ududdd
0.850000,2.100000,ududdd
0.860000,2.100000,ududdd
0.870000,2.100000,afm
0.880000,2.100000,afm
0.890000,2.100000,afm
0.900000,2.100000,afm
0.910000,2.100000,afm
0.920000,2.100000,afm
0.930000,2.100000,afm
0.940000,2.100000,afm
0.950000,2.100000,afm
0.960000,2.100000,afm
0.970000,2.100000,afm
0.980000,2.100000,afm
0.990000,2.100000,afm
1.000000,2.100000,afm
0.000000,2.175000,fm
0.010000,2.175000,fm
0.020000,2.175000,fm
0.030000,2.175000,fm
0.040000,2.175000,fm
0.050000,2.175000,fm
0.060000,2.175000,fm
0.070000,2.175000,fm
0.080000,2.175000,fm
0.090000,2.175000,fm
0.100000,2.175000,fm
0.110000,2.175000,fm
0.120000,2.175000,fm
0.130000,2.175000,fm
0.140000,2.175000,fm
0.150000,2.175000,fm
0.160000,2.175000,fm
0.170000,2.175000,fm
0.180000,2.175000,fm
0.190000,2.175000,fm
0.200000,2.175000,fm
0.210000,2.175000,fm
0.220000,2.175000,fm
0.230000,2.175000,fm
0.240000,2.175000,fm
0.250000,2.175000,fm
0.260000,2.175000,fm
0.270000,2.175000,fm
0.280000,2.175000,fm
0.290000,2.175000,fm
0.300000,2.175000,fm
0.310000,2.175000,fm
0.320000,2.175000,fm
0.330000,2.175000,fm
0.340000,2.175000,fm
0.350000,2.175000,fm
0.360000,2.175000,fm
0.370000,2.175000,fm
0.380000,2.175000,fm
0.390000,2.175000,fm
0.400000,2.175000,fm
0.410000,2.175000,fm
0.420000,2.175000,fm
0.430000,2.175000,fm
0.440000,2.175000,fm
0.450000,2.175000,fm
0.460000,2.175000,fm
0.470000,2.175000,fm
0.480000,2.175000,fm
0.490000,2.175000,fm
0.500000,2.175000,fm
0.510000,2.175000,fm
0.520000,2.175000,fm
0.530000,2.175000,fm
0.540000,2.175000,fm
0.550000,2.175000,fm
0.560000,2.175000,fm
0.570000,2.175000,fm
0.580000,2.175000,fm
0.590000,2.175000,fm
0.600000,2.175000,dudddd
0.610000,2.175000,dudddd
0.620000,2.175000,dudddd
0.630000,2.175000,dudddd
0.640000,2.175000,dudddd
0.650000,2.175000,dudddd
0.660000,2.175000,dudddd
0.670000,2.175000,dudddd
0.680000,2.175000,dudddd
0.690000,2.175000,uddddd
0.700000,2.175000,uddddd
0.710000,2.175000,uddddd
0.720000,2.175000,uddddd
0.730000,2.175000,uddddd
0.740000,2.175000,dududd
0.750000,2.175000,dududd
0.760000,2.175000,dududd
0.770000,2.175000,dududd
0.780000,2.175000,dududd
0.790000,2.175000,dududd
0.800000,2.175000,dududd
0.810000,2.175000,dududd
0.820000,2.175000,dududd
0.830000,2.175000,ududdd
0.840000,2.175000,ududdd
0.850000,2.175000,ududdd
0.860000,2.175000,ududdd
0.870000,2.175000,afm
0.880000,2.175000,afm
0.890000,2.175000,afm
0.900000,2.175000,afm
0.910000,2.175000,afm
0.920000,2.175000,afm
0.930000,2.175000,afm
0.940000,2.175000,afm
0.950000,2.175000,afm
0.960000,2.175000,afm
0.970000,2.175000,afm
0.980000,2.175000,afm
0.990000,2.175000,afm
1.000000,2.175000,afm
0.000000,2.250000,fm
0.010000,2.250000,fm
0.020000,2.250000,fm
0.030000,2.250000,fm
0.040000,2.250000,fm
0.050000,2.250000,fm
0.060000,2.250000,fm
0.070000,2.250000,fm
0.080000,2.250000,fm
0.090000,2.250000,fm
0.100000,2.250000,fm
0.110000,2.250000,fm
0.120000,2.250000,fm
0.130000,2.250000,fm
0.140000,2.250000,fm
0.150000,2.250000,fm
0.160000,2.250000,fm
0.170000,2.250000,fm
0.180000,2.250000,fm
0.190000,2.250000,fm
0.200000,2.250000,fm
0.210000,2.250000,fm
0.220000,2.250000,fm
0.230000,2.250000,fm
0.240000,2.250000,fm
0.250000,2.250000,fm
0.260000,2.250000,fm
0.270000,2.250000,fm
0.280000,2.250000,fm
0.290000,2.250000,fm
0.300000,2.250000,fm
0.310000,2.250000,fm
0.320000,2.250000,fm
0.330000,2.250000,fm
0.340000,2.250000,fm
0.350000,2.250000,fm
0.360000,2.250000,fm
0.370000,2.250000,fm
0.380000,2.250000,fm
0.390000,2.250000,fm
0.400000,2.250000,fm
0.410000,2.250000,fm
0.420000,2.250000,fm
0.430000,2.250000,fm
0.440000,2.250000,fm
0.450000,2.250000,fm
0.460000,2.250000,fm
0.470000,2.250000,fm
0.480000,2.250000,fm
0.490000,2.250000,fm
0.500000,2.250000,fm
0.510000,2.250000,fm
0.520000,2.250000,fm
0.530000,2.250000,fm
0.540000,2.250000,fm
0.550000,2.250000,fm
0.560000,2.250000,fm
0.570000,2.250000,fm
0.580000,2.250000,fm
0.590000,2.250000,fm
0.600000,2.250000,dudddd
0.610000,2.250000,dudddd
0.620000,2.250000,dudddd
0.630000,2.250000,dudddd
0.640000,2.250000,dudddd
0.650000,2.250000,dudddd
0.660000,2.250000,dudddd
0.670000,2.250000,dudddd
0.680000,2.250000,dudddd
0.690000,2.250000,uddddd
0.700000,2.250000,uddddd
0.710000,2.250000,uddddd
0.720000,2.250000,uddddd
0.730000,2.250000,uddddd
0.740000,2.250000,dududd
0.750000,2.250000,dududd
0.760000,2.250000,dududd
0.770000,2.250000,dududd
0.780000,2.250000,dududd
0.790000,2.250000,dududd
0.800000,2.250000,dududd
0.810000,2.250000,dududd
0.820000,2.250000,dududd
0.830000,2.250000,ududdd
0.840000,2.250000,ududdd
0.850000,2.250000,ududdd
0.860000,2.250000,ududdd
0.870000,2.250000,afm
0.880000,2.250000,afm
0.890000,2.250000,afm
0.900000,2.250000,afm
0.910000,2.250000,afm
0.920000,2.250000,afm
0.930000,2.250000,afm
0.940000,2.250000,afm
0.950000,2.250000,afm
0.960000,2.250000,afm
0.970000,2.250000,afm
0.980000,2.250000,afm
0.990000,2.250000,afm
1.000000,2.250000,afm
0.000000,2.325000,fm
0.010000,2.325000,fm
0.020000,2.325000,fm
0.030000,2.325000,fm
0.040000,2.325000,fm
0.050000,2.325000,fm
0.060000,2.325000,fm
0.070000,2.325000,fm
0.080000,2.325000,fm
0.090000,2.325000,fm
0.100000,2.325000,fm
0.110000,2.325000,fm
0.120000,2.325000,fm
0.130000,2.325000,fm
0.140000,2.325000,fm
0.150000,2.325000,fm
0.160000,2.325000,fm
0.170000,2.325000,fm
0.180000,2.325000,fm
0.190000,2.325000,fm
0.200000,2.325000,fm
0.210000,2.325000,fm
0.220000,2.325000,fm
0.230000,2.325000,fm
0.240000,2.325000,fm
0.250000,2.325000,fm
0.260000,2.325000,fm
0.270000,2.325000,fm
0.280000,2.325000,fm
0.290000,2.325000,fm
0.300000,2.325000,fm
0.310000,2.325000,fm
0.320000,2.325000,fm
0.330000,2.325000,fm
0.340000,2.325000,fm
0.350000,2.325000,fm
0.360000,2.325000,fm
0.370000,2.325000,fm
0.380000,2.325000,fm
0.390000,2.325000,fm
0.400000,2.325000,fm
0.410000,2.325000,fm
0.420000,2.325000,fm
0.430000,2.325000,fm
0.440000,2.325000,fm
0.450000,2.325000,fm
0.460000,2.325000,fm
0.470000,2.325000,fm
0.480000,2.325000,fm
0.490000,2.325000,fm
0.500000,2.325000,fm
0.510000,2.325000,fm
0.520000,2.325000,fm
0.530000,2.325000,fm
0.540000,2.325000,fm
0.550000,2.325000,fm
0.560000,2.325000,fm
0.570000,2.325000,fm
0.580000,2.325000,fm
0.590000,2.325000,fm
0.600000,2.325000,fm
0.610000,2.325000,dudddd
0.620000,2.325000,dudddd
0.630000,2.325000,dudddd
0.640000,2.325000,dudddd
0.650000,2.325000,dudddd
0.660000,2.325000,dudddd
0.670000,2.325000,dudddd
0.680000,2.325000,dudddd
0.690000,2.325000,uddddd
0.700000,2.325000,uddddd
0.710000,2.325000,uddddd
0.720000,2.325000,uddddd
0.730000,2.325000,uddddd
0.740000,2.325000,dududd
0.750000,2.325000,dududd
0.760000,2.325000,dududd
0.770000,2.325000,dududd
0.780000,2.325000,dududd
0.790000,2.325000,dududd
0.800000,2.325000,dududd
0.810000,2.325000,dududd
0.820000,2.325000,dududd
0.830000,2.325000,ududdd
0.840000,2.325000,ududdd
0.850000,2.325000,ududdd
0.860000,2.325000,ududdd
0.870000,2.325000,ududdd
0.880000,2.325000,afm
0.890000,2.325000,afm
0.900000,2.325000,afm
0.910000,2.325000,afm
0.920000,2.325000,afm
0.930000,2.325000,afm
0.940000,2.325000,afm
0.950000,2.325000,afm
0.960000,2.325000,afm
0.970000,2.325000,afm
0.980000,2.325000,afm
0.990000,2.325000,afm
1.000000,2.325000,afm
0.000000,2.400000,fm
0.010000,2.400000,fm
0.020000,2.400000,fm
0.030000,2.400000,fm
0.040000,2.400000,fm
0.050000,2.400000,fm
0.060000,2.400000,fm
0.070000,2.400000,fm
0.080000,2.400000,fm
0.090000,2.400000,fm
0.100000,2.400000,fm
0.110000,2.400000,fm
0.120000,2.400000,fm
0.130000,2.400000,fm
0.140000,2.400000,fm
0.150000,2.400000,fm
0.160000,2.400000,fm
0.170000,2.400000,fm
0.180000,2.400000,fm
0.190000,2.400000,fm
0.200000,2.400000,fm
0.210000,2.400000,fm
0.220000,2.400000,fm
0.230000,2.400000,fm
0.240000,2.400000,fm
0.250000,2.400000,fm
0.260000,2.400000,fm
0.270000,2.400000,fm
0.280000,2.400000,fm
0.290000,2.400000,fm
0.300000,2.400000,fm
0.310000,2.400000,fm
0.320000,2.400000,fm
0.330000,2.400000,fm
0.340000,2.400000,fm
0.350000,2.400000,fm
0.360000,2.400000,fm
0.370000,2.400000,fm
0.380000,2.400000,fm
0.390000,2.400000,fm
0.400000,2.400000,fm
0.410000,2.400000,fm
0.420000,2.400000,fm
0.430000,2.400000,fm
0.440000,2.400000,fm
0.450000,2.400000,fm
0.460000,2.400000,fm
0.470000,2.400000,fm
0.480000,2.400000,fm
0.490000,2.400000,fm
0.500000,2.400000,fm
0.510000,2.400000,fm
0.520000,2.400000,fm
0.530000,2.400000,fm
0.540000,2.400000,fm
0.550000,2.400000,fm
0.560000,2.400000,fm
0.570000,2.400000,fm
0.580000,2.400000,fm
0.590000,2.400000,fm
0.600000,2.400000,fm
0.610000,2.400000,dudddd
0.620000,2.400000,dudddd
0.630000,2.400000,dudddd
0.640000,2.400000,dudddd
0.650000,2.400000,dudddd
0.660000,2.400000,dudddd
0.670000,2.400000,dudddd
0.680000,2.400000,dudddd
0.690000,2.400000,uddddd
0.700000,2.400000,uddddd
0.710000,2.400000,uddddd
0.720000,2.400000,uddddd
0.730000,2.400000,uddddd
0.740000,2.400000,uddddd
0.750000,2.400000,dududd
0.760000,2.400000,dududd
0.770000,2.400000,dududd
0.780000,2.400000,dududd
0.790000,2.400000,dududd
0.800000,2.400000,dududd
0.810000,2.400000,dududd
0.820000,2.400000,dududd
0.830000,2.400000,ududdd
0.840000,2.400000,ududdd
0.850000,2.400000,ududdd
0.860000,2.400000,ududdd
0.870000,2.400000,ududdd
0.880000,2.400000,afm
0.890000,2.400000,afm
0.900000,2.400000,afm
0.910000,2.400000,afm
0.920000,2.400000,afm
0.930000,2.400000,afm
0.940000,2.400000,afm
0.950000,2.400000,afm
0.960000,2.400000,afm
0.970000,2.400000,afm
0.980000,2.400000,afm
0.990000,2.400000,afm
1.000000,2.400000,afm
0.000000,2.475000,fm
0.010000,2.475000,fm
0.020000,2.475000,fm
0.030000,2.475000,fm
0.040000,2.475000,fm
0.050000,2.475000,fm
0.060000,2.475000,fm
0.070000,2.475000,fm
0.080000,2.475000,fm
0.090000,2.475000,fm
0.100000,2.475000,fm
0.110000,2.475000,fm
0.120000,2.475000,fm
0.130000,2.475000,fm
0.140000,2.475000,fm
0.150000,2.475000,fm
0.160000,2.475000,fm
0.170000,2.475000,fm
0.180000,2.475000,fm
0.190000,2.475000,fm
0.200000,2.475000,fm
0.210000,2.475000,fm
0.220000,2.475000,fm
0.230000,2.475000,fm
0.240000,2.475000,fm
0.250000,2.475000,fm
0.260000,2.475000,fm
0.270000,2.475000,fm
0.280000,2.475000,fm
0.290000,2.475000,fm
0.300000,2.475000,fm
0.310000,2.475000,fm
0.320000,2.475000,fm
0.330000,2.475000,fm
0.340000,2.475000,fm
0.350000,2.475000,fm
0.360000,2.475000,fm
0.370000,2.475000,fm
0.380000,2.475000,fm
0.390000,2.475000,fm
0.400000,2.475000,fm
0.410000,2.475000,fm
0.420000,2.475000,fm
0.430000,2.475000,fm
0.440000,2.475000,fm
0.450000,2.475000,fm
0.460000,2.475000,fm
0.470000,2.475000,fm
0.480000,2.475000,fm
0.490000,2.475000,fm
0.500000,2.475000,fm
0.510000,2.475000,fm
0.520000,2.475000,fm
0.530000,2.475000,fm
0.540000,2.475000,fm
0.550000,2.475000,fm
0.560000,2.475000,fm
0.570000,2.475000,fm
0.580000,2.475000,fm
0.590000,2.475000,fm
0.600000,2.475000,fm
0.610000,2.475000,dudddd
0.620000,2.475000,dudddd
0.630000,2.475000,dudddd
0.640000,2.475000,dudddd
0.650000,2.475000,dudddd
0.660000,2.475000,dudddd
0.670000,2.475000,dudddd
0.680000,2.475000,dudddd
0.690000,2.475000,uddddd
0.700000,2.475000,uddddd
0.710000,2.475000,uddddd
0.720000,2.475000,uddddd
0.730000,2.475000,uddddd
0.740000,2.475000,uddddd
0.750000,2.475000,dududd
0.760000,2.475000,dududd
0.770000,2.475000,dududd
0.780000,2.475000,dududd
0.790000,2.475000,dududd
0.800000,2.475000,dududd
0.810000,2.475000,dududd
0.820000,2.475000,dududd
0.830000,2.475000,ududdd
0.840000,2.475000,ududdd
0.850000,2.475000,ududdd
0.860000,2.475000,ududdd
0.870000,2.475000,ududdd
0.880000,2.475000,afm
0.890000,2.475000,afm
0.900000,2.475000,afm
0.910000,2.475000,afm
0.920000,2.475000,afm
0.930000,2.475000,afm
0.940000,2.475000,afm
0.950000,2.475000,afm
0.960000,2.475000,afm
0.970000,2.475000,afm
0.980000,2.475000,afm
0.990000,2.475000,afm
1.000000,2.475000,afm
0.000000,2.550000,fm
0.010000,2.550000,fm
0.020000,2.550000,fm
0.030000,2.550000,fm
0.040000,2.550000,fm
0.050000,2.550000,fm
0.060000,2.550000,fm
0.070000,2.550000,fm
0.080000,2.550000,fm
0.090000,2.550000,fm
0.100000,2.550000,fm
0.110000,2.550000,fm
0.120000,2.550000,fm
0.130000,2.550000,fm
0.140000,2.550000,fm
0.150000,2.550000,fm
0.160000,2.550000,fm
0.170000,2.550000,fm
0.180000,2.550000,fm
0.190000,2.550000,fm
0.200000,2.550000,fm
0.210000,2.550000,fm
0.220000,2.550000,fm
0.230000,2.550000,fm
0.240000,2.550000,fm
0.250000,2.550000,fm
0.260000,2.550000,fm
0.270000,2.550000,fm
0.280000,2.550000,fm
0.290000,2.550000,fm
0.300000,2.550000,fm
0.310000,2.550000,fm
0.320000,2.550000,fm
0.330000,2.550000,fm
0.340000,2.550000,fm
0.350000,2.550000,fm
0.360000,2.550000,fm
0.370000,2.550000,fm
0.380000,2.550000,fm
0.390000,2.550000,fm
0.400000,2.550000,fm
0.410000,2.550000,fm
0.420000,2.550000,fm
0.430000,2.550000,fm
0.440000,2.550000,fm
0.450000,2.550000,fm
0.460000,2.550000,fm
0.470000,2.550000,fm
0.480000,2.550000,fm
0.490000,2.550000,fm
0.500000,2.550000,fm
0.510000,2.550000,fm
0.520000,2.550000,fm
0.530000,2.550000,fm
0.540000,2.550000,fm
0.550000,2.550000,fm
0.560000,2.550000,fm
0.570000,2.550000,fm
0.580000,2.550000,fm
0.590000,2.550000,fm
0.600000,2.550000,fm
0.610000,2.550000,fm
0.620000,2.550000,dudddd
0.630000,2.550000,dudddd
0.640000,2.550000,dudddd
0.650000,2.550000,dudddd
0.660000,2.550000,dudddd
0.670000,2.550000,dudddd
0.680000,2.550000,dudddd
0.690000,2.550000,uddddd
0.700000,2.550000,uddddd
0.710000,2.550000,uddddd
0.720000,2.550000,uddddd
0.730000,2.550000,uddddd
0.740000,2.550000,uddddd
0.750000,2.550000,dududd
0.760000,2.550000,dududd
0.770000,2.550000,dududd
0.780000,2.550000,dududd
0.790000,2.550000,dududd
0.800000,2.550000,dududd
0.810000,2.550000,dududd
0.820000,2.550000,dududd
0.830000,2.550000,ududdd
0.840000,2.550000,ududdd
0.850000,2.550000,ududdd
0.860000,2.550000,ududdd
0.870000,2.550000,ududdd
0.880000,2.550000,afm
0.890000,2.550000,afm
0.900000,2.550000,afm
0.910000,2.550000,afm
0.920000,2.550000,afm
0.930000,2.550000,afm
0.940000,2.550000,afm
0.950000,2.550000,afm
0.960000,2.550000,afm
0.970000,2.550000,afm
0.980000,2.550000,afm
0.990000,2.550000,afm
1.000000,2.550000,afm
0.000000,2.625000,fm
0.010000,2.625000,fm
0.020000,2.625000,fm
0.030000,2.625000,fm
0.040000,2.625000,fm
0.050000,2.625000,fm
0.060000,2.625000,fm
0.070000,2.625000,fm
0.080000,2.625000,fm
0.090000,2.625000,fm
0.100000,2.625000,fm
0.110000,2.625000,fm
0.120000,2.625000,fm
0.130000,2.625000,fm
0.140000,2.625000,fm
0.150000,2.625000,fm
0.160000,2.625000,fm
0.170000,2.625000,fm
0.180000,2.625000,fm
0.190000,2.625000,fm
0.200000,2.625000,fm
0.210000,2.625000,fm
0.220000,2.625000,fm
0.230000,2.625000,fm
0.240000,2.625000,fm
0.250000,2.625000,fm
0.260000,2.625000,fm
0.270000,2.625000,fm
0.280000,2.625000,fm
0.290000,2.625000,fm
0.300000,2.625000,fm
0.310000,2.625000,fm
0.320000,2.625000,fm
0.330000,2.625000,fm
0.340000,2.625000,fm
0.350000,2.625000,fm
0.360000,2.625000,fm
0.370000,2.625000,fm
0.380000,2.625000,fm
0.390000,2.625000,fm
0.400000,2.625000,fm
0.410000,2.625000,fm
0.420000,2.625000,fm
0.430000,2.625000,fm
0.440000,2.625000,fm
0.450000,2.625000,fm
0.460000,2.625000,fm
0.470000,2.625000,fm
0.480000,2.625000,fm
0.490000,2.625000,fm
0.500000,2.625000,fm
0.510000,2.625000,fm
0.520000,2.625000,fm
0.530000,2.625000,fm
0.540000,2.625000,fm
0.550000,2.625000,fm
0.560000,2.625000,fm
0.570000,2.625000,fm
0.580000,2.625000,fm
0.590000,2.625000,fm
0.600000,2.625000,fm
0.610000,2.625000,fm
0.620000,2.625000,dudddd
0.630000,2.625000,dudddd
0.640000,2.625000,dudddd
0.650000,2.625000,dudddd
0.660000,2.625000,dudddd
0.670000,2.625000,dudddd
0.680000,2.625000,dudddd
0.690000,2.625000,uddddd
0.700000,2.625000,uddddd
0.710000,2.625000,uddddd
0.720000,2.625000,uddddd
0.730000,2.625000,uddddd
0.740000,2.625000,uddddd
0.750000,2.625000,dududd
0.760000,2.625000,dududd
0.770000,2.625000,dududd
0.780000,2.625000,dududd
0.790000,2.625000,dududd
0.800000,2.625000,dududd
0.810000,2.625000,dududd
0.820000,2.625000,dududd
0.830000,2.625000,ududdd
0.840000,2.625000,ududdd
0.850000,2.625000,ududdd
0.860000,2.625000,ududdd
0.870000,2.625000,ududdd
0.880000,2.625000,afm
0.890000,2.625000,afm
0.900000,2.625000,afm
0.910000,2.625000,afm
0.920000,2.625000,afm
0.930000,2.625000,afm
0.940000,2.625000,afm
0.950000,2.625000,afm
0.960000,2.625000,afm
0.970000,2.625000,afm
0.980000,2.625000,afm
0.990000,2.625000,afm
1.000000,2.625000,afm
0.000000,2.700000,fm
0.010000,2.700000,fm
0.020000,2.700000,fm
0.030000,2.700000,fm
0.040000,2.700000,fm
0.050000,2.700000,fm
0.060000,2.700000,fm
0.070000,2.700000,fm
0.080000,2.700000,fm
0.090000,2.700000,fm
0.100000,2.700000,fm
0.110000,2.700000,fm
0.120000,2.700000,fm
0.130000,2.700000,fm
0.140000,2.700000,fm
0.150000,2.700000,fm
0.160000,2.700000,fm
0.170000,2.700000,fm
0.180000,2.700000,fm
0.190000,2.700000,fm
0.200000,2.700000,fm
0.210000,2.700000,fm
0.220000,2.700000,fm
0.230000,2.700000,fm
0.240000,2.700000,fm
0.250000,2.700000,fm
0.260000,2.700000,fm
0.270000,2.700000,fm
0.280000,2.700000,fm
0.290000,2.700000,fm
0.300000,2.700000,fm
0.310000,2.700000,fm
0.320000,2.700000,fm
0.330000,2.700000,fm
0.340000,2.700000,fm
0.350000,2.700000,fm
0.360000,2.700000,fm
0.370000,2.700000,fm
0.380000,2.700000,fm
0.390000,2.700000,fm
0.400000,2.700000,fm
0.410000,2.700000,fm
0.420000,2.700000,fm
0.430000,2.700000,fm
0.440000,2.700000,fm
0.450000,2.700000,fm
0.460000,2.700000,fm
0.470000,2.700000,fm
0.480000,2.700000,fm
0.490000,2.700000,fm
0.500000,2.700000,fm
0.510000,2.700000,fm
0.520000,2.700000,fm
0.530000,2.700000,fm
0.540000,2.700000,fm
0.550000,2.700000,fm
0.560000,2.700000,fm
0.570000,2.700000,fm
0.580000,2.700000,fm
0.590000,2.700000,fm
0.600000,2.700000,fm
0.610000,2.700000,fm
0.620000,2.700000,dudddd
0.630000,2.700000,dudddd
0.640000,2.700000,dudddd
0.650000,2.700000,dudddd
0.660000,2.700000,dudddd
0.670000,2.700000,dudddd
